METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE
4376,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,none,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Mclachlan St between Brunswick St & Winn St in Fortitude Valley,8,0,0,153.036296,-27.458404
4377,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Mclachlan St between Winn St & Morgan St in Fortitude Valley,4,0,0,153.037059,-27.457607
4379,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,"NO STOPPING 7-9 AM , 4-7 PM MON-FRI",DAILY,"9AM-4PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Mclachlan St between Connor St & James St in Fortitude Valley,10,0,0,153.038483,-27.456163
4380,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Mclachlan St between Brunswick St & Morgan St in Fortitude Valley,5,0,0,153.036061,-27.458829
4381,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Mclachlan St between Brunswick St & Morgan St in Fortitude Valley,5,0,0,153.03665,-27.458239
4382,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Mclachlan St between Brunswick St & Morgan St in Fortitude Valley,6,0,0,153.037208,-27.45767
4383,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Mclachlan St between Morgan St & Connor St in Fortitude Valley,6,0,0,153.037879,-27.457002
4384,TICKETLESS METER MULTISPACE,MCLACHLAN ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Mclachlan St between Connor St & James St in Fortitude Valley,6,0,0,153.038233,-27.456643
4385,TICKETLESS METER MULTISPACE,ROBERTSON ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Robertson St between Brunswick St & James St in Fortitude Valley,10,0,0,153.03804,-27.459247
4386,TICKETLESS METER MULTISPACE,ROBERTSON ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Robertson St between Brunswick St & James St in Fortitude Valley,6,0,0,153.038761,-27.458491
4387,TICKETLESS METER MULTISPACE,ROBERTSON ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Robertson St between Brunswick St & James St in Fortitude Valley,4,0,0,153.039596,-27.457672
4388,TICKETLESS METER MULTISPACE,ROBERTSON ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Robertson St between Brunswick St & James St in Fortitude Valley,9,0,0,153.040043,-27.457229
4389,TICKETLESS METER MULTISPACE,JAMES ST,FORTITUDE VALLEY,2,NONE,MON-FRI,7AM-7PM,2,2.7,0,James St between Arthur St & Robertson St in Fortitude Valley,5,0,0,153.040691,-27.457442
4390,TICKETLESS METER MULTISPACE,JAMES ST,FORTITUDE VALLEY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,2.7,1.5,James St between Robertson St & Mclachlan St in Fortitude Valley,7,0,0,153.03986,-27.456776
4392,TICKETLESS METER MULTISPACE,JAMES ST,FORTITUDE VALLEY,1,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,2.7,1.5,James St between Ann St & Doggett St in Fortitude Valley,8,0,0,153.03963,-27.456451
4393,TICKETLESS METER MULTISPACE,JAMES ST,FORTITUDE VALLEY,1,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,2.7,1.5,James St between Ann St & Doggett St in Fortitude Valley,2,0,0,153.040126,-27.456821
4394,TICKETLESS METER MULTISPACE,JAMES ST,FORTITUDE VALLEY,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,James St between Doggett St & Arthur St in Fortitude Valley,4,0,0,153.040617,-27.457228
4395,TICKETLESS METER MULTISPACE,DOGGETT ST,FORTITUDE VALLEY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,2.7,1.5,Doggett St between James St & Wandoo St in Fortitude Valley,8,0,0,153.040696,-27.456676
4396,TICKETLESS METER MULTISPACE,WANDOO ST,FORTITUDE VALLEY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,2.7,1.5,Wandoo St between Doggett St & Ann St in Fortitude Valley,3,0,0,153.040709,-27.456093
4397,TICKETLESS METER MULTISPACE,WANDOO ST,FORTITUDE VALLEY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,2.7,1.5,Wandoo St between Doggett St & Ann St in Fortitude Valley,8,0,0,153.040357,-27.455792
4398,TICKETLESS METER MULTISPACE,WANDOO ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Wandoo St between Ann St & Fortitude St in Fortitude Valley,7,0,0,153.039192,-27.454702
4399,TICKETLESS METER MULTISPACE,WANDOO ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Wandoo St between Ann St & Dogett St in Fortitude Valley,7,0,0,153.039902,-27.455279
4400,TICKETLESS METER MULTISPACE,WANDOO ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Wandoo St between Fortitude St & Doggett St in Fortitude Valley,7,0,0,153.040789,-27.455977
4401,TICKETLESS METER MULTISPACE,DOGGETT ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Doggett St between Wandoo St & James St in Fortitude Valley,6,0,0,153.040969,-27.45659
4402,TICKETLESS METER MULTISPACE,DOGGETT ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Doggett St between Wandoo St & Chester St in Fortitude Valley,6,0,0,153.04155,-27.455922
4403,TICKETLESS METER MULTISPACE,MORSE ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Morse St between End & Chester St in Fortitude Valley,6,0,0,153.04116,-27.454814
4404,TICKETLESS METER MULTISPACE,CHESTER ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Chester St between Morse St & Ella St in Fortitude Valley,6,0,0,153.041033,-27.454484
4405,TICKETLESS METER MULTISPACE,ELLA ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Ella St between Chester St & End in Fortitude Valley,11,0,0,153.040415,-27.454431
4406,TICKETLESS METER MULTISPACE,CHESTER ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Chester St between Ella St & Ann St in Fortitude Valley,5,0,0,153.04045,-27.454001
4407,TICKETLESS METER MULTISPACE,LEOPOLD ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Leopold St between Chester St & Commercial Rd in Fortitude Valley,7,0,0,153.041076,-27.45402
4408,TICKETLESS METER MULTISPACE,LEOPOLD ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Leopold St between Chester St & Commercial Rd in Fortitude Valley,7,0,0,153.04157,-27.453384
4409,TICKETLESS METER MULTISPACE,PROE ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,2,2.7,0,Proe St between Leopold St & Doggett St in Fortitude Valley,6,0,0,153.041861,-27.45377
4410,TICKETLESS METER MULTISPACE,PROE ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Proe St between Leopold St & Doggett St in Fortitude Valley,6,0,0,153.042414,-27.45414
4411,TICKETLESS METER MULTISPACE,PROE ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Proe St between Doggett St & Leopold St in Fortitude Valley,6,0,0,153.042464,-27.454343
4412,TICKETLESS METER MULTISPACE,COMMERCIAL RD,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Commercial Rd between Doggett St & Leopold St in Fortitude Valley,8,0,0,153.042126,-27.453203
4413,TICKETLESS METER MULTISPACE,DOGGETT ST,TENERIFFE,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Doggett St between Commercial Rd & Chester St in Fortitude Valley,8,0,0,153.042721,-27.454534
4414,TICKETLESS METER MULTISPACE,CHESTER ST,TENERIFFE,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Chester St between Arthur St & Doggett St in Fortitude Valley,9,0,0,153.042156,-27.455436
4415,TICKETLESS METER MULTISPACE,CHESTER ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Chester St between Croft Lane & Leopold St in Fortitude Valley,4,0,0,153.040682,-27.45399
4416,TICKETLESS METER MULTISPACE,ALDEN ST,FORTITUDE VALLEY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,2.7,1.5,Alden St between End & End in Fortitude Valley,5,0,0,153.034475,-27.455913
4417,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,2,2.7,0,Herston Road between & Victoria Park Golf Complex in Herston,12,0,0,153.024285,-27.449527
4418,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,2,2.7,0,Herston Road between & Victoria Park Golf Complex in Herston,10,0,0,153.023438,-27.449328
4419,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,2,2.7,0,Herston Road between Wyndham St & Rbh Medical School Access in He,10,0,0,153.023029,-27.449045
4420,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,2,2.7,0,Herston Road between Wyndham St & Rbh Medical School Access in He,9,0,0,153.023784,-27.449266
4425,TICKETLESS METER MULTISPACE,FLORENCE ST,TENERIFFE,3,NONE,MON-FRI,8AM-5PM,2,2.7,0,Florence St between Commercial Rd & Vernon Tce in Newstead South,9,0,0,153.048856,-27.455525
4426,TICKETLESS METER MULTISPACE,FLORENCE ST,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Florence St between Dath St & Ethel St in Newstead South,7,0,0,153.047932,-27.454614
4427,TICKETLESS METER MULTISPACE,FLORENCE ST,TENERIFFE,1,NONE,MON-FRI,8AM-5PM,2,2.7,0,Florence St between Ethel St & Vernon Tce in Newstead South,10,0,0,153.049023,-27.455464
4428,TICKETLESS METER MULTISPACE,ETHEL ST,TENERIFFE,2,NONE,MON-FRI,8AM-5PM,2,2.7,0,Ethel St between Vernon Tce & Florence St in Newstead South,14,0,0,153.048773,-27.454878
4429,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,2,NONE,MON-FRI,8AM-5PM,2,2.7,0,Vernon Tce between Florence St & Ethel St in Newstead South,8,0,0,153.049685,-27.455122
4430,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Vernon Tce between Ethel St & Dath St in Newstead South,9,0,0,153.049016,-27.453809
4431,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Vernon Tce between Dath St & Commercial Rd in Newstead South,5,0,0,153.048614,-27.453202
4432,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Vernon Tce between Commercial Rd & Macquarie St in Newstead South,6,0,0,153.048885,-27.453326
4433,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Vernon Tce between Ethel St & Florence St in Newstead South,6,0,0,153.049822,-27.455085
4435,TICKETLESS METER MULTISPACE,DATH ST,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Dath St between Vernon Tce & Florence St in Newstead South,15,0,0,153.048364,-27.45404
4436,TICKETLESS METER MULTISPACE,DATH ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Dath St between Florence St & Vernon Tce in Newstead South,16,0,0,153.048392,-27.453883
4437,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Commercial Rd between Vernon Tce & Florence St in Newstead South,9,0,0,153.047818,-27.453266
4438,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Commercial Rd between Vernon Tce & Florence St in Newstead South,7,0,0,153.047016,-27.454019
4439,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Commercial Rd between Commercial Rd & Vernon Tce in Newstead Sout,10,0,0,153.047562,-27.453333
4440,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Commercial Rd between Commercial Rd & Helen St in Newstead South,7,0,0,153.046162,-27.454072
4441,TICKETLESS METER MULTISPACE,HELEN ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Helen St between Vernon Tce & Commercial Rd in Newstead South,15,0,0,153.04721,-27.452446
4442,TICKETLESS METER MULTISPACE,HELEN ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Helen St between Vernon Tce & Commercial Rd in Newstead South,9,0,0,153.046135,-27.453549
4443,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Commercial Rd between Wyandra St & Helen St in Newstead South,8,0,0,153.045228,-27.45382
4444,TICKETLESS METER MULTISPACE,HELEN ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Helen St between Commercial Rd & Vernon Tce in Newstead South,8,0,0,153.047027,-27.452433
4445,TICKETLESS METER MULTISPACE,WYANDRA ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Wyandra St between Skyring Tce & Commercial Rd in Newstead South,6,0,0,153.046537,-27.451707
4446,TICKETLESS METER MULTISPACE,WYANDRA ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Wyandra St between Skyring Tce & Commercial Rd in Newstead South,7,0,0,153.045175,-27.45308
4447,TICKETLESS METER MULTISPACE,WYANDRA ST,NEWSTEAD,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Wyandra St between Commercial Rd & Longland St in Newstead South,7,0,0,153.044788,-27.453253
4448,TICKETLESS METER MULTISPACE,WYANDRA ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Wyandra St between Commercial Rd & Longland St in Newstead South,6,0,0,153.045889,-27.452178
4449,TICKETLESS METER MULTISPACE,LONGLAND ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Longland St between Wyandra St & Masters St in Newstead South,6,0,0,153.0459,-27.451591
4452,TICKETLESS METER MULTISPACE,LONGLAND ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Longland St between Kyabra St & Stratton St in Newstead South,4,0,0,153.042517,-27.451067
4453,TICKETLESS METER MULTISPACE,LONGLAND ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Longland St between Ann St & Wyandra St in Newstead South,12,0,0,153.042671,-27.450971
4456,TICKETLESS METER MULTISPACE,LONGLAND ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Longland St between Ann St & Wyandra St in Newstead South,16,0,0,153.045298,-27.451372
4458,TICKETLESS METER MULTISPACE,WYATT ST,NEWSTEAD,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Wyatt St between End & Masters St in Newstead South,6,0,0,153.04498,-27.452549
4459,TICKETLESS METER MULTISPACE,MASTERS ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Masters St between Wyatt St & Commercial Rd in Newstead South,6,0,0,153.044428,-27.453508
4460,TICKETLESS METER MULTISPACE,MASTERS ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Masters St between Commercial Rd & Longland St in Newstead South,6,0,0,153.04433,-27.45334
4461,TICKETLESS METER MULTISPACE,MASTERS ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Masters St between Commercial Rd & Longland St in Newstead South,12,0,0,153.044618,-27.451876
4463,TICKETLESS METER MULTISPACE,DOGGETT ST,NEWSTEAD,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Doggett St between Longland St & Commercial Rd in Newstead South,7,0,0,153.043689,-27.452416
4464,TICKETLESS METER MULTISPACE,DOGGETT ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Doggett St between Commercial Rd & Longland St in Newstead South,10,0,0,153.043528,-27.4526
4465,TICKETLESS METER MULTISPACE,DOGGETT ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Doggett St between Commercial Rd & Longland St in Newstead South,4,0,0,153.043704,-27.45172
4466,TICKETLESS METER MULTISPACE,KYABRA ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Kyabra St between Longland St & Commercial Rd in Newstead South,6,0,0,153.042918,-27.45161
4467,TICKETLESS METER MULTISPACE,KYABRA ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Kyabra St between Longland St & Commercial Rd in Newstead South,9,0,0,153.042773,-27.452319
4469,TICKETLESS METER MULTISPACE,KYABRA ST,NEWSTEAD,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Kyabra St between Commercial Rd & Longland St in Newstead South,6,0,0,153.042827,-27.451449
4470,TICKETLESS METER MULTISPACE,COMMERCIAL RD,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Commercial Rd between Stratton St & Kyabra St in Newstead South,6,0,0,153.042313,-27.453119
4471,TICKETLESS METER MULTISPACE,STRATTON ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Stratton St between Longland St & Commercial Rd in Newstead South,8,0,0,153.041986,-27.451543
4473,TICKETLESS METER MULTISPACE,STRATTON ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Stratton St between Commercial Rd & Longland St in Newstead South,6,0,0,153.04186,-27.451535
4474,TICKETLESS METER MULTISPACE,HELEN ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Helen St between Commercial Rd & Vernon Tce in Newstead South,5,0,0,153.045803,-27.453694
4480,TICKETLESS METER MULTISPACE,ARTHUR ST,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Arthur St between Chester St & Commercial Rd in Fortitude Valley,6,0,0,153.044647,-27.454048
4481,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Commercial Rd between Arthur St & Doggett St in Fortitude Valley,9,0,0,153.044511,-27.453795
4482,TICKETLESS METER MULTISPACE,DOGGETT ST,TENERIFFE,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Doggett St between Commercial Rd & Chester St in Fortitude Valley,8,0,0,153.043097,-27.45407
4483,TICKETLESS METER MULTISPACE,ARTHUR ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Arthur St between James St & Brunswick St in Fortitude Valley,8,0,0,153.03901,-27.459966
4485,TICKETLESS METER MULTISPACE,LEOPOLD ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Leopold St between Commercial Rd & Proe St in Fortitude Valley,5,0,0,153.04169,-27.45349
4486,TICKETLESS METER MULTISPACE,PROE ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Proe St between Leopold St & Doggett St in Fortitude Valley,7,0,0,153.041699,-27.453844
4487,TICKETLESS METER MULTISPACE,LEOPOLD ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Leopold St between Proe St & Chester St in Fortitude Valley,6,0,0,153.041403,-27.453883
4488,TICKETLESS METER MULTISPACE,CHESTER ST,NEWSTEAD,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Chester St between Leopold St & Doggett St in Fortitude Valley,8,0,0,153.041586,-27.454759
4489,TICKETLESS METER MULTISPACE,DOGGETT ST,FORTITUDE VALLEY,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Doggett St between Chester St & Wandoo St in Fortitude Valley,10,0,0,153.041243,-27.456301
4490,TICKETLESS METER MULTISPACE,ROBERTSON ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Robertson St between End & Light St in Fortitude Valley,7,0,0,153.038977,-27.458443
4491,TICKETLESS METER MULTISPACE,ROBERTSON ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Robertson St between James St & Brunswick St in Fortitude Valley,8,0,0,153.037903,-27.459543
4492,TICKETLESS METER MULTISPACE,HARRISON LANE,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Harrison Lane between Martin St & Ivory St in Fortitude Valley,4,0,0,153.036228,-27.460575
4493,TICKETLESS METER MULTISPACE,MARSHALL ST,FORTITUDE VALLEY,1,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,2.7,1.5,Marshall St between Ann St & Mclachlan St in Fortitude Valley,3,0,0,153.034544,-27.459362
4494,TICKETLESS METER MULTISPACE,WANDOO ST,FORTITUDE VALLEY,4,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Wandoo St between Doggett St & Ann St in Fortitude Valley,4,0,0,153.039191,-27.45489
4495,TICKETLESS METER MULTISPACE,BRIDGE ST,FORTITUDE VALLEY,9,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,1.6,1,Bridge St between Wickham St & End in Fortitude Valley,3,3,0.3,153.035686,-27.454536
4502,TICKETLESS METER MULTISPACE,SCANLAN ST,FORTITUDE VALLEY,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Scanlan St between End & Light St in Bowen Hills North,6,0,0,153.037485,-27.451338
4503,TICKETLESS METER MULTISPACE,PROSPECT ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Prospect St between Brookes St & Light St in Bowen Hills North,4,0,0,153.037038,-27.452521
4504,TICKETLESS METER MULTISPACE,PROSPECT ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Prospect St between Brookes St & Light St in Bowen Hills North,9,0,0,153.037734,-27.451823
4505,TICKETLESS METER MULTISPACE,PROSPECT ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Prospect St between Light St & Brookes St in Bowen Hills North,8,0,0,153.037599,-27.451802
4506,TICKETLESS METER MULTISPACE,PROSPECT ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Prospect St between Knapp St & Light St in Bowen Hills North,7,0,0,153.038401,-27.451138
4507,TICKETLESS METER MULTISPACE,PROSPECT ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Prospect St between Light St & Knapp St in Bowen Hills North,15,0,0,153.039077,-27.450282
4508,TICKETLESS METER MULTISPACE,KNAPP ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Knapp St between End & Hynes St in Bowen Hills North,6,0,0,153.039718,-27.45036
4509,TICKETLESS METER MULTISPACE,KNAPP ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Knapp St between Wickham St & Knapp St in Bowen Hills North,9,0,0,153.039921,-27.450759
4510,TICKETLESS METER MULTISPACE,MONTPELIER RD,BOWEN HILLS,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Montepelier Rd between Breakfast Ck Rd & Markwell St in Bowen Hil,4,0,0,153.03927,-27.448854
4511,TICKETLESS METER MULTISPACE,MONTPELIER RD,BOWEN HILLS,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Montepelier Rd between Cintra Rd & Down St in Bowen Hills North,2,0,0,153.039634,-27.448941
4512,TICKETLESS METER MULTISPACE,CINTRA RD,BOWEN HILLS,4,NONE,MON-FRI,9AM-4PM,2,1.6,0,Cintra Rd between Boyd St & Montepelier Rd in Bowen Hills North,10,0,0,153.038725,-27.447494
4513,TICKETLESS METER MULTISPACE,JORDAN TCE,BOWEN HILLS,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Jordan Tce between Cintra Rd & Roche Ave in Bowen Hills North,23,0,0,153.040721,-27.445047
4514,TICKETLESS METER MULTISPACE,JORDAN TCE,BOWEN HILLS,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Jordan Tce between Roche Ave & Cintra Rd in Bowen Hills North,4,0,0,153.041398,-27.445285
4515,TICKETLESS METER MULTISPACE,DUNLOP ST,BOWEN HILLS,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Dunlop St between Jordan Tce & Breakfast Ck Rd in Bowen Hills Nor,10,0,0,153.041953,-27.446877
4516,TICKETLESS METER MULTISPACE,DURONG ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Durong St between Breakfast Ck Rd & Ross St in Bowen Hills North,8,0,0,153.044049,-27.44192
4517,TICKETLESS METER MULTISPACE,ROSS ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Ross St between Wickham Grove & End in Bowen Hills North,8,5,0.3,153.04348,-27.441797
4518,TICKETLESS METER MULTISPACE,EDMUND ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Edmund St between Ross St & Breakfast Ck Rd in Bowen Hills North,8,0,0,153.042935,-27.44372
