METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE
4221,TICKETLESS METER MULTISPACE,EDWARD ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Edward St between Mary St & Margaret St in CBD,9,0,0,153.029497,-27.471051
4222,TICKETLESS METER MULTISPACE,MARY ST,BRISBANE CITY,2,"NO STOPPING 7-9 AM M-F, BUS ZONE 4-6PM M-F",DAILY,"9AM-4PM&6PM-7PM,7PM-10PM(M-F),7AM-7PM(S&S)",1,4.4,2,Mary St between Edward St & Market St in CBD,4,0,0,153.029347,-27.470357
4223,TICKETLESS METER MULTISPACE,COUNTESS ST,PETRIE TERRACE,12,"NONE/SPECIAL TMP - STATE OF ORIGIN GAMES ""BUS ZONE""",MON-FRI,7AM-7PM,2,1.6,0,Countess St between College Rd & Secombe St in Cbd,12,0,0,153.015027,-27.462208
4224,TICKETLESS METER MULTISPACE,MARY ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Mary St between Albert St & Edward St in CBD,7,0,0,153.028169,-27.471296
4225,TICKETLESS METER MULTISPACE,MARY ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Mary St between Albert St & George St in CBD,12,0,0,153.026882,-27.472477
4226,TICKETLESS METER MULTISPACE,MARY ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Mary St between George St & Albert St in CBD,4,0,0,153.026606,-27.472513
4227,TICKETLESS METER MULTISPACE,GEORGE ST,BRISBANE CITY,2,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",DAILY,"9AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,George St between Mary St & Margaret St in CBD,5,0,0,153.026121,-27.473497
4228,TICKETLESS METER MULTISPACE,GEORGE ST,BRISBANE CITY,1,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",DAILY,"9AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,George St between Charlotte St & Mary St in CBD,7,0,0,153.025433,-27.472776
4229,TICKETLESS METER MULTISPACE,WILLIAM ST,BRISBANE CITY,2,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",DAILY,"9AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,William St between Elizabeth St & Margaret St in CBD,4,0,0,153.025111,-27.473737
4230,TICKETLESS METER MULTISPACE,MARKET ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Market St between Mary St & Charlotte St in Cbd,2,0,0,153.029743,-27.469636
4231,TICKETLESS METER MULTISPACE,CHARLOTTE ST,BRISBANE CITY,1,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Charlotte St between Eagle St & Edward St in CBD,8,0,0,153.029238,-27.469122
4232,TICKETLESS METER MULTISPACE,CHARLOTTE ST,BRISBANE CITY,1,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Charlotte St between Eagle St & Edward St in CBD,8,0,0,153.028946,-27.46936
4233,TICKETLESS METER MULTISPACE,EDWARD ST,BRISBANE CITY,1,CLEARWAY 4-7 PM MON-FRI TOWAWAY,DAILY,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Edward St between Charlotte St & Mary St in CBD,11,0,0,153.028761,-27.470294
4234,TICKETLESS METER MULTISPACE,CHARLOTTE ST,BRISBANE CITY,1,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Charlotte St between Edward St & Albert St in CBD,6,0,0,153.027481,-27.47052
4237,TICKETLESS METER MULTISPACE,CHARLOTTE ST,BRISBANE CITY,1,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Charlotte St between Albert St & George St in CBD,9,0,0,153.025516,-27.472037
4238,TICKETLESS METER MULTISPACE,NORTH QUAY,BRISBANE CITY,2,BUS ZONE BCC 4-7 PM,DAILY,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,North Quay between Skew St & Makerston St in CBD,9,0,0,153.016684,-27.467232
4239,TICKETLESS METER MULTISPACE,WILLIAM ST,BRISBANE CITY,2,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY BUS ZONE",DAILY,"9AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,William St between Margaret St & Elizabeth St in CBD,4,0,0,153.024527,-27.473338
4241,TICKETLESS METER MULTISPACE,EDWARD ST,BRISBANE CITY,1,CLEARWAY 4-7 PM MON-FRI TOWAWAY,DAILY,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Edward St between Elizabeth St & Charlotte St in CBD,7,0,0,153.027964,-27.46949
4242,TICKETLESS METER MULTISPACE,ELIZABETH ST,BRISBANE CITY,1,CLEARWAY 4-7 PM MON-FRI TOWAWAY,DAILY,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Elizabeth St between Edward St & Creek St in CBD,8,0,0,153.028127,-27.468841
4243,TICKETLESS METER MULTISPACE,ELIZABETH ST,BRISBANE CITY,1,CLEARWAY 4-7 PM MON-FRI TOWAWAY,DAILY,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Elizabeth St between Edward St & Creek St in CBD,8,10,0.8,153.028945,-27.468205
4244,TICKETLESS METER MULTISPACE,CREEK ST,BRISBANE CITY,1,NO STOPPING 4-7 PM MON-FRI,DAILY,"7AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Creek St between Charlotte St & Elizabeth St in CBD,4,0,0,153.029667,-27.468184
4245,TICKETLESS METER MULTISPACE,TURBOT ST,BRISBANE CITY,12,M/C PARKING ONLY,MON-FRI,7AM-7PM,1,0,0,Turbot St between George St & Roma St in CBD,0,25,0.4,153.022178,-27.467908
4246,TICKETLESS METER MULTISPACE,ALBERT ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Albert St between Turbot St & Wickham Tce in CBD,10,0,0,153.021879,-27.466099
4247,TICKETLESS METER MULTISPACE,ALBERT ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Albert St between Turbot St & Wickham Tce in CBD,7,0,0,153.021518,-27.465713
4248,TICKETLESS METER MULTISPACE,ALBERT ST,SPRING HILL,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Albert St between Turbot St & Wickham Tce in CBD,7,0,0,153.021309,-27.465487
4249,TICKETLESS METER MULTISPACE,ALBERT ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Albert St between Turbot St & Wickham Tce in CBD,13,0,0,153.021236,-27.465636
4250,TICKETLESS METER MULTISPACE,ALBERT ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Albert St between Turbot St & Wickham Tce in CBD,10,0,0,153.020992,-27.465194
4253,TICKETLESS METER MULTISPACE,TURBOT ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Turbot St between North Quay & George St in CBD,4,0,0,153.020634,-27.469336
4255,TICKETLESS METER MULTISPACE,HERSCHEL ST,BRISBANE CITY,2,NO STOPPING 7-9 AM MON-FRI,DAILY,"9AM-7PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Herschel St between North Quay & George St in CBD,4,0,0,153.0192,-27.467579
4257,TICKETLESS METER MULTISPACE,MAKERSTON ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Makerston St between North Quay & Roma St in CBD,7,0,0,153.017941,-27.467262
4259,TICKETLESS METER MULTISPACE,MCDOUGALL ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Mcdougall St between Cribb St & Park Rd in Milton,6,0,0,153.007056,-27.470557
4260,TICKETLESS METER MULTISPACE,BOUNDARY ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Boundary St between Ivory St & End in Cbd,8,0,0,153.03459,-27.462229
4261,TICKETLESS METER MULTISPACE,HOWARD ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Howard St between Macrossan St & End in Cbd,5,0,0,153.032304,-27.463274
4262,TICKETLESS METER MULTISPACE,HOWARD ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Howard St between Macrossan St & End in Cbd,4,0,0,153.031914,-27.463792
4263,TICKETLESS METER MULTISPACE,QUEEN ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Queen St between Adelaide St & Eagle St in Cbd,11,0,0,153.031494,-27.464267
4265,TICKETLESS METER MULTISPACE,ADELAIDE ST,BRISBANE CITY,2,"CLEARWAY 7-9 AM MON-FRI, BUS ZONE 3-7:30 PM MON-FRI TOW",DAILY,"9AM-3PM,7:30PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Adelaide St between Queen St & Macrossan St in Cbd,4,0,0,153.031692,-27.463012
4266,TICKETLESS METER MULTISPACE,DODGE ST,FORTITUDE VALLEY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Dodge Lane between Boundary St & Antrim St in Fortitude Valley,7,0,0,153.032627,-27.461562
4267,TICKETLESS METER MULTISPACE,BOUNDARY ST,FORTITUDE VALLEY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Boundary St between Ann St & Dodge St in Fortitude Valley,4,0,0,153.032038,-27.46188
4268,TICKETLESS METER MULTISPACE,ANN ST,BRISBANE CITY,3,"CLEARWAY 7-11 AM , 2-7 PM MON-SAT TOWAWAY",DAILY,"11AM-2PM,7PM-10PM(M-F), 7AM-7PM(SAT&SUN)",1,4.4,2,Ann St between Queen St & Wharf St in Cbd,12,0,0,153.030592,-27.462734
4269,TICKETLESS METER MULTISPACE,ANN ST,BRISBANE CITY,3,"CLEARWAY 7-11 AM , 2-7 PM MON-SAT TOWAWAY",DAILY,"11AM-2PM(M-SAT), 7-10PM(M-F), 7AM-7PM(SUN)",1,4.4,2,Ann St between Queen St & Wharf St in Cbd,9,0,0,153.03017,-27.463248
4270,TICKETLESS METER MULTISPACE,MCDOUGALL ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Mcdougall St between Cribb St & Park Rd in Milton,12,0,0,153.00637,-27.471106
4271,TICKETLESS METER MULTISPACE,ANN ST,BRISBANE CITY,3,"CLEARWAY 7-11 AM , 2-7 PM MON-SAT TOWAWAY",DAILY,"11AM-2PM,7PM-10PM(M-F), 7AM-7PM(SAT&SUN)",1,4.4,2,Ann St between Queen St & Wharf St in Cbd,10,0,0,153.029479,-27.463589
4272,TICKETLESS METER MULTISPACE,TURBOT ST,SPRING HILL,2,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",DAILY,"9AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Turbot St between Wharf St & Raff St in Cbd,18,0,0,153.028847,-27.463104
4273,TICKETLESS METER MULTISPACE,TURBOT ST,SPRING HILL,2,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",DAILY,"9AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Turbot St between Wharf St & Bowen St in Cbd,4,0,0,153.028602,-27.463114
4274,TICKETLESS METER MULTISPACE,TURBOT ST,SPRING HILL,2,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",DAILY,"9AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Turbot St between Bowen & Raff St in Cbd,6,0,0,153.029189,-27.462786
4275,TICKETLESS METER MULTISPACE,WICKHAM TCE,SPRING HILL,1,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Wickham Tce between Upr Edward & Turbot St in Spring Hill,4,0,0,153.026485,-27.464576
4276,TICKETLESS METER MULTISPACE,TURBOT ST,BRISBANE CITY,2,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",DAILY,"9AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Turbot St between Edward St & Wharf St in CBD,11,12,0.8,153.025545,-27.465551
4277,TICKETLESS METER MULTISPACE,WICKHAM TCE,SPRING HILL,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Wickham Tce between Creek St & Edward St in Spring Hill,5,0,0,153.02558,-27.464833
4278,TICKETLESS METER MULTISPACE,WICKHAM TCE,SPRING HILL,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Wickham Tce between Edward St & Upr Albert St in Spring Hill,5,0,0,153.024507,-27.465152
4280,TICKETLESS METER MULTISPACE,CHARLOTTE ST,BRISBANE CITY,12,M/C PARKING ONLY,MON-FRI,7AM-7PM,1,0,0,Charlotte St between George St & Albert St in CBD,0,19,0.4,153.0264,-27.471355
4281,TICKETLESS METER MULTISPACE,WICKHAM TCE,SPRING HILL,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Wickham Tce between Edward St & Upr Albert St in Spring Hill,7,0,0,153.022466,-27.465501
4282,TICKETLESS METER MULTISPACE,WICKHAM TCE,SPRING HILL,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Wickham Tce between Edward St & Upr Albert St in Spring Hill,13,0,0,153.021681,-27.465057
4283,TICKETLESS METER MULTISPACE,WICKHAM TCE,SPRING HILL,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Wickham Tce between Birley St & Bartley St in Spring Hill,4,0,0,153.022712,-27.465443
4284,TICKETLESS METER MULTISPACE,WICKHAM TCE,SPRING HILL,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Wickham Tce between Lilley St & Birley St in Spring Hill,5,0,0,153.021472,-27.464764
4285,TICKETLESS METER MULTISPACE,MAY ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,May St between Garrick St & Saul St in CBD,7,0,0,153.017005,-27.466899
4286,TICKETLESS METER MULTISPACE,MAY ST,BRISBANE CITY,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,May St between Garrick St & Saul St in CBD,7,0,0,153.016314,-27.466556
4287,TICKETLESS METER MULTISPACE,MCDOUGALL ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Mcdougall St between Walsh St & Crombie St in Milton,4,0,0,153.006904,-27.470494
4288,TICKETLESS METER MULTISPACE,EAGLE TCE,BRISBANE CITY,12,"NONE/SPECIAL TMP - STATE OF ORIGIN GAMES ""BUS ZONE""",MON-FRI,7AM-7PM,1,0,0,Eagle Tce between Skew St & Coronation Dve in CBD,11,0,0,153.014559,-27.46695
4289,TICKETLESS METER MULTISPACE,EAGLE TCE,BRISBANE CITY,2,NONE,MON-FRI,7AM-7PM,1,4.4,0,Eagle Tce between Coronation Dve & Quay Tce in CBD,5,0,0,153.014356,-27.467211
4290,TICKETLESS METER MULTISPACE,WICKHAM TCE,BRISBANE CITY,12,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,2.7,1,Wickham Tce between Albert St & Leichhardt St in Spring Hill,13,0,0,153.02079,-27.46309
4291,TICKETLESS METER MULTISPACE,WICKHAM TCE,BRISBANE CITY,12,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",2,2.7,1,Wickham Tce between Albert St & Leichhardt St in Spring Hill,11,0,0,153.020511,-27.463666
4292,TICKETLESS METER MULTISPACE,TURBOT ST,BRISBANE CITY,2,"CLEARWAY 7-9 AM , 4-7 PM MON-FRI TOWAWAY",DAILY,"9AM-4PM & 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Turbot St between Edward St & Wickham Tce in CBD,11,0,0,153.026936,-27.464819
4293,TICKETLESS METER MULTISPACE,RAFF ST,SPRING HILL,2,NONE,DAILY,"7AM-7PM, 7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",1,4.4,2,Raff St between Turbot St & Hocker St in Cbd,4,0,0,153.029171,-27.462323
4295,TICKETLESS METER MULTISPACE,SHEEHAN ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Sheehan St between Gordon St & End in Milton,10,0,0,153.003212,-27.470333
4296,TICKETLESS METER MULTISPACE,DOUGLAS ST,MILTON,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Douglas St between Dorsey St & Park Rd in Milton,12,0,0,153.003587,-27.471661
4297,TICKETLESS METER MULTISPACE,DOUGLAS ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Douglas St between Dorsey St & Park Rd in Milton,6,0,0,153.002817,-27.471906
4298,TICKETLESS METER MULTISPACE,GRAHAM ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Graham St between End & Marie St in Milton,6,0,0,153.004135,-27.472848
4299,TICKETLESS METER MULTISPACE,GRAHAM ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Graham St between Coronation Dr & Gardner Cl in Milton,6,0,0,153.004247,-27.473028
4301,TICKETLESS METER MULTISPACE,LANG PDE,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Lang Pde between Roy St & Coronation Dr in Milton,11,0,0,153.001677,-27.474082
4302,TICKETLESS METER MULTISPACE,LANG PDE,AUCHENFLOWER,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Lang Pde between Cue St & Roy St in Auchenflower,15,0,0,153.000282,-27.474378
4303,TICKETLESS METER MULTISPACE,LANG PDE,AUCHENFLOWER,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Lang Pde between Cue St & Roy St in Auchenflower,18,0,0,152.999442,-27.474752
4305,TICKETLESS METER MULTISPACE,ROY ST,AUCHENFLOWER,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Roy St between Lang Pde & End in Auchenflower,12,0,0,153.000502,-27.473824
4306,TICKETLESS METER MULTISPACE,ROY ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Roy St between End & Kilroe St in Milton,7,0,0,153.000252,-27.473497
4307,TICKETLESS METER MULTISPACE,KILROE ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Kilroe St between Douglas St & Roy St in Milton,8,0,0,153.001044,-27.473305
4308,TICKETLESS METER MULTISPACE,KILROE ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Kilroe St between Roy St & Camford St in Milton,8,0,0,153.001,-27.473186
4309,TICKETLESS METER MULTISPACE,CAMFORD ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Camford St between Kilroe St & Eagle Tce in Milton,8,0,0,153.001112,-27.472547
4310,TICKETLESS METER MULTISPACE,CAMFORD ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Camford St between Eagle Tce & Kilroe St in Milton,6,0,0,153.001228,-27.472455
4311,TICKETLESS METER MULTISPACE,CAMFORD ST,AUCHENFLOWER,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Camford St between Eagle Tce to Kilroe Street in Auchenflower,5,0,0,153.000479,-27.471893
4312,TICKETLESS METER MULTISPACE,EAGLE TCE,AUCHENFLOWER,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Eagle Tce between Milton Rd & Camford St in Auchenflower,9,0,0,153.000044,-27.47141
4313,TICKETLESS METER MULTISPACE,EAGLE TCE,AUCHENFLOWER,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Eagle Tce between Huxham Tce & Milton Rd in Auchenflower,5,0,0,152.999887,-27.471338
4314,TICKETLESS METER MULTISPACE,MANNING ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Manning St between Railway Tce & Mcdougall St in Milton,13,0,0,153.005862,-27.471039
4315,TICKETLESS METER MULTISPACE,PATEN ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Paten St between Milton Rd & Heussler Tce in Milton,7,0,0,153.006627,-27.467601
4316,TICKETLESS METER MULTISPACE,RAILWAY TCE,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Railway Tce between Manning St & Park Rd in Milton,6,0,0,153.005043,-27.469637
4318,TICKETLESS METER MULTISPACE,RAILWAY TCE,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Railway Tce between Park Rd & Cribb St in Milton,9,0,0,153.006822,-27.468887
4319,TICKETLESS METER MULTISPACE,RAILWAY TCE,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Railway Tce between Cribb St & Crombie St in Milton,6,0,0,153.007343,-27.468878
4321,TICKETLESS METER MULTISPACE,EAGLE TCE,AUCHENFLOWER,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Eagle Tce between Milton Rd & Camford St in Auchenflower,5,0,0,152.999988,-27.471166
4322,TICKETLESS METER MULTISPACE,BLACK ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Black St between Finchley St & Castlemaine St in Milton,7,0,0,153.00794,-27.466642
4323,TICKETLESS METER MULTISPACE,CASTLEMAIN ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Castlemaine St between Black St & Cordova St in Milton,7,0,0,153.008378,-27.466215
4324,TICKETLESS METER MULTISPACE,PARKVIEW ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Parkview St between Cordova St & Heussler Tce in Milton,7,0,0,153.007508,-27.465195
4325,TICKETLESS METER MULTISPACE,MAYNEVIEW ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Mayneview St between Cordova St & Heussler Tce in Milton,6,0,0,153.006641,-27.465562
4326,TICKETLESS METER MULTISPACE,HEUSSLER TCE,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Heussler Tce between Mayneview St & Finchley St in Milton,7,0,0,153.006006,-27.465046
4327,TICKETLESS METER MULTISPACE,FINCHLEY ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Finchley St between Heussler Tce & Black St in Milton,9,0,0,153.005818,-27.465655
4328,TICKETLESS METER MULTISPACE,FINCHLEY ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Finchley St between Black St & Heussler Tce in Milton,5,0,0,153.006143,-27.466763
4329,TICKETLESS METER MULTISPACE,FINCHLEY ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Finchley St between Heussler Tce & Black St in Milton,6,0,0,153.006249,-27.466721
4330,TICKETLESS METER MULTISPACE,BLACK ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Black St between Granzella St & Paten St in Milton,5,0,0,153.006876,-27.467045
4331,TICKETLESS METER MULTISPACE,PATEN ST,MILTON,12,NONE,MON-FRI,7AM-7PM,2,1.6,0,Paten St between Black St & Milton Rd in Milton,9,0,0,153.006743,-27.467497
4334,TICKETLESS METER MULTISPACE,ARTHUR ST,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Arthur St between Commercial Rd & Chester St in Fortitude Valley,9,0,0,153.044678,-27.45422
4335,TICKETLESS METER MULTISPACE,ARTHUR ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Arthur St between Commercial Rd & Chester St in Fortitude Valley,9,0,0,153.043983,-27.454909
4336,TICKETLESS METER MULTISPACE,ARTHUR ST,TENERIFFE,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Arthur St between Commercial Rd & Chester St in Fortitude Valley,7,0,0,153.043313,-27.455602
4337,TICKETLESS METER MULTISPACE,ARTHUR ST,FORTITUDE VALLEY,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Arthur St between Chester St & James St in Fortitude Valley,4,0,0,153.041451,-27.457491
4338,TICKETLESS METER MULTISPACE,ARTHUR ST,FORTITUDE VALLEY,4,NONE,MON-FRI,7AM-7PM,2,1.6,0,Arthur St between James St & Brunswick St in Fortitude Valley,6,0,0,153.040802,-27.458161
4339,TICKETLESS METER MULTISPACE,ARTHUR ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Arthur St between James St & Brunswick St in Fortitude Valley,8,0,0,153.040303,-27.458657
4340,TICKETLESS METER MULTISPACE,MALT ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Malt St between Brunswick St & Bowen Tce in Fortitude Valley,11,0,0,153.037634,-27.461303
4341,TICKETLESS METER MULTISPACE,BOWEN TCE,FORTITUDE VALLEY,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Bowen St between Martin St & Malt St in Fortitude Valley,4,0,0,153.036885,-27.461826
4342,TICKETLESS METER MULTISPACE,MALT ST,FORTITUDE VALLEY,4,NONE,MON-FRI,8AM-5PM,2,1.6,0,Malt St between Bowen Tce & Brunswick St in Fortitude Valley,5,0,0,153.037424,-27.461324
4343,TICKETLESS METER MULTISPACE,ARTHUR ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Arthur St between Brunswick St & James St in Fortitude Valley,4,0,0,153.038738,-27.46004
4344,TICKETLESS METER MULTISPACE,ARTHUR ST,FORTITUDE VALLEY,9,NONE,MON-FRI,8AM-5PM,2,1.6,0,Arthur St between Brunswick St & James St in Fortitude Valley,9,0,0,153.039282,-27.459485
